name,party,state,constituency
NAGESH. S,Digvijaya Bharatha Party,Karnataka,Chikkballapur - 27
T.R. NARAYANA RAO,Indian Labour Party (Ambedkar Phule),Karnataka,Chikkballapur - 27
"C.V. LOKESH GOWDA, B.E",Independent,Karnataka,Chikkballapur - 27
D. CHINNAPPA,Independent,Karnataka,Chikkballapur - 27
SANDESH.G,Independent,Karnataka,Chikkballapur - 27
NASURULLA,Independent,Karnataka,Chikkballapur - 27
K. VENKATESH,Independent,Karnataka,Chikkballapur - 27
T VENKATA SIVUDU,Independent,Karnataka,Chikkballapur - 27
G N. KODANDAREDDY,Independent,Karnataka,Chikkballapur - 27
PRIYANKA SATISH JARKIHOLI,Indian National Congress,Karnataka,Chikkodi - 1
ANNASAHEB SHANKAR JOLLE,Bharatiya Janata Party,Karnataka,Chikkodi - 1
KALLOLIKAR SHAMBHU KRISHNA,Independent,Karnataka,Chikkodi - 1
SAMMED SARADAR VARDHAMANE,Independent,Karnataka,Chikkodi - 1
SHRENIK ANNASAHEB JANGATE,Independent,Karnataka,Chikkodi - 1
APPASAHEB SHRIPATI KURANE,Sarva Janata Party,Karnataka,Chikkodi - 1
VILAS MANNUR,Independent,Karnataka,Chikkodi - 1
SATTEPPA DASHARATH KALELI,Bharatheeya Jawan Kisan Party,Karnataka,Chikkodi - 1
YASIN SHIRAJUDDIN PATAKI,Independent,Karnataka,Chikkodi - 1
KASHINATH KALLAPPA KURANI,Independent,Karnataka,Chikkodi - 1
MAHESH ASHOK KASAR,Independent,Karnataka,Chikkodi - 1
MOHAN GURAPPA MOTANNAVAR,Independent,Karnataka,Chikkodi - 1
KUMAR SAMBHAJI DONGARE,Karnataka Rashtra Samithi,Karnataka,Chikkodi - 1
PAVANKUMAR BABURAV MALAGE,Bahujan Bharat Party,Karnataka,Chikkodi - 1
DR|| KADAYYA HIREMATH (SWAMIJI),Independent,Karnataka,Chikkodi - 1
BHIMASEN DATTU SANADI,Independent,Karnataka,Chikkodi - 1
GAJANAN L. PUJARI,Independent,Karnataka,Chikkodi - 1
JITENDRA SUBHASH NERLE,Independent,Karnataka,Chikkodi - 1
GOVIND MAKTHAPPA KARJOL,Bharatiya Janata Party,Karnataka,Chitradurga - 18
B.N.CHANDRAPPA,Indian National Congress,Karnataka,Chitradurga - 18
ASHOKA CHAKRAVARTHI,Bahujan Samaj Party,Karnataka,Chitradurga - 18
NARASIMHARAJU. C.N.,Karnataka Rashtra Samithi,Karnataka,Chitradurga - 18
SRINIVASAPURADA SRINIVASABABU PAVAGADA,Independent,Karnataka,Chitradurga - 18
"B. VENKATESHA, SHILPI",Independent,Karnataka,Chitradurga - 18
MANJUNATHA SWAMY T,Independent,Karnataka,Chitradurga - 18
BHUTHARAJA. V.S.,Independent,Karnataka,Chitradurga - 18
RAGHU KUMAR .S,Independent,Karnataka,Chitradurga - 18
RAMESH NAIK .T.,Uttama Prajaakeeya Party,Karnataka,Chitradurga - 18
NAGARAJAPPA,Independent,Karnataka,Chitradurga - 18
K NARASHIMAMURTHY,Independent,Karnataka,Chitradurga - 18
SUDHAKARA .R,Independent,Karnataka,Chitradurga - 18
TULASI.H,Independent,Karnataka,Chitradurga - 18
GANESH.,Independent,Karnataka,Chitradurga - 18
SHABAREESH.,Karunada Sevakara Party,Karnataka,Chitradurga - 18
SUJATHA .D.,Socialist Unity Centre Of India (COMMUNIST),Karnataka,Chitradurga - 18
DR M.P. DARAKESWARAIAH,Independent,Karnataka,Chitradurga - 18
AMRUTH RAJA.,Independent,Karnataka,Chitradurga - 18
B.T. RAMASUBBAIAH,Indian Movement Party,Karnataka,Chitradurga - 18
CAPTAIN BRIJESH CHOWTA,Bharatiya Janata Party,Karnataka,Dakshina Kannada - 17
PADMARAJ.R.POOJARY,Indian National Congress,Karnataka,Dakshina Kannada - 17
KANTHAPPA ALANGAR,Bahujan Samaj Party,Karnataka,Dakshina Kannada - 17
DURGA PRASAD,Karunada Sevakara Party,Karnataka,Dakshina Kannada - 17
SUPREETH KUMAR POOJARY KATEEL,Independent,Karnataka,Dakshina Kannada - 17
MAXIM PINTO,Independent,Karnataka,Dakshina Kannada - 17
PRAJAAKEEYA MANOHARA,Uttama Prajaakeeya Party,Karnataka,Dakshina Kannada - 17
DEEPAK RAJESH COELHO,Independent,Karnataka,Dakshina Kannada - 17
RANJINI. M,Karnataka Rashtra Samithi,Karnataka,Dakshina Kannada - 17
DR. PRABHA MALLIKARJUN,Indian National Congress,Karnataka,Davanagere - 13
GAYITHRI SIDDESHWARA,Bharatiya Janata Party,Karnataka,Davanagere - 13
G.B.VINAY KUMAR,Independent,Karnataka,Davanagere - 13
T.JABEENA AAPA,Independent,Karnataka,Davanagere - 13
D. HANUMANTHAPPA,Bahujan Samaj Party,Karnataka,Davanagere - 13
TASLIM BANU,Independent,Karnataka,Davanagere - 13
T.CHANDRU,Independent,Karnataka,Davanagere - 13
G.M.GAYITRI SIDDESHI,Independent,Karnataka,Davanagere - 13
PARAVEEJ.H,Independent,Karnataka,Davanagere - 13
ESHWARA SHENGA,Uttama Prajaakeeya Party,Karnataka,Davanagere - 13
A.K.GANESH,Independent,Karnataka,Davanagere - 13
M.C.SREENIVAS,Bharatiya Prajagala Kalyana Paksha,Karnataka,Davanagere - 13
SYED ZABIULLA.K,Independent,Karnataka,Davanagere - 13
ANABERU THIPPESWAMY,Socialist Unity Centre Of India (COMMUNIST),Karnataka,Davanagere - 13
SALEEM S,Independent,Karnataka,Davanagere - 13
MOHAMED HAYATH.M,Independent,Karnataka,Davanagere - 13
ABDUL NAZEER AHAMMED,Independent,Karnataka,Davanagere - 13
RASHEED KHAN,Independent,Karnataka,Davanagere - 13
M.G.SRIKANTH,Navabharath Sena,Karnataka,Davanagere - 13
M.P. KHALANDAR,Country Citizen Party,Karnataka,Davanagere - 13
PEDDAPPA S,Independent,Karnataka,Davanagere - 13
G.M.BARKATH ALI BASHA,Independent,Karnataka,Davanagere - 13
K.S. VEERBHADRAPPA,Karnataka Rashtra Samithi,Karnataka,Davanagere - 13
VEERESH.S (LION VEERESH),Rani Chennamma Party,Karnataka,Davanagere - 13
DODDESH.H.S,Janahitha Paksha,Karnataka,Davanagere - 13
BARKATH ALI,Independent,Karnataka,Davanagere - 13
MANJU. MARIKOPPA,Independent,Karnataka,Davanagere - 13
RUDRESHA.K.H,Samaj Vikas Kranti Party,Karnataka,Davanagere - 13
RAVINAIK. B,Independent,Karnataka,Davanagere - 13
MAHABUB BASHA,Independent,Karnataka,Davanagere - 13
PRALHAD JOSHI,Bharatiya Janata Party,Karnataka,Dharwad - 11
VINOD ASOOTI,Indian National Congress,Karnataka,Dharwad - 11
SHAKEELAHMAD.D.MULLA,Independent,Karnataka,Dharwad - 11
S. S. PATIL,Independent,Karnataka,Dharwad - 11
RAJU ANANTSA NAIKWADI,Independent,Karnataka,Dharwad - 11
JAVEED AHAMED BELGAUMKAR.,Naki Bharatiya Ekta Party,Karnataka,Dharwad - 11
SHARANABASAV GONAVAR,Socialist Unity Centre Of India (COMMUNIST),Karnataka,Dharwad - 11
BALANAGOUDRA MALLIKARJUNAGOUDA,Independent,Karnataka,Dharwad - 11
TAKAPPA YALLAPPA KALAL,Prahar Janshakti Party,Karnataka,Dharwad - 11
BUGADI BASAVALINGAPPA IRAPPA,Uttama Prajaakeeya Party,Karnataka,Dharwad - 11
NAGARAJ. KARENNAVAR.,Karnataka Rashtra Samithi,Karnataka,Dharwad - 11
PRAVEEN H. H.,Independent,Karnataka,Dharwad - 11
DR. GURAPPA H IMRAPUR,Independent,Karnataka,Dharwad - 11
BANKAPUR SHOUKATALI,Tipu Sultan Party,Karnataka,Dharwad - 11
VINOD DASHARATH GHODKE,"Proutist Bloc, India",Karnataka,Dharwad - 11
VENKATESH PRASAD. H,Indian Labour Party (Ambedkar Phule),Karnataka,Dharwad - 11
MOHAMMED ISMAIL MUKTI,Bharatiya Prajagala Kalyana Paksha,Karnataka,Dharwad - 11
RADHAKRISHNA,Indian National Congress,Karnataka,Gulbarga - 5
DR. UMESH G JADHAV,Bharatiya Janata Party,Karnataka,Gulbarga - 5
HUCHESHWARA WATHAR GOUR,Bahujan Samaj Party,Karnataka,Gulbarga - 5
SUNDAR,Independent,Karnataka,Gulbarga - 5
JYOTI RAMESH CHAVAN,Independent,Karnataka,Gulbarga - 5
SHARANAPPA (PINTU),Independent,Karnataka,Gulbarga - 5
TARABAI BHOVI,Independent,Karnataka,Gulbarga - 5
RAMESH BHIMSING CHAVAN,Independent,Karnataka,Gulbarga - 5
ANAND SINNUR,Independent,Karnataka,Gulbarga - 5
NAGENDRA RAO,Uttama Prajaakeeya Party,Karnataka,Gulbarga - 5
S.M.SHARMA,Socialist Unity Centre Of India (COMMUNIST),Karnataka,Gulbarga - 5
RAJKUMAR,BhartiyaBahujanKranti Dal,Karnataka,Gulbarga - 5
VIJAY JADHAV,Karnataka Rashtra Samithi,Karnataka,Gulbarga - 5
B. VIJAYKUMAR CHINCHANSOORKAR,Prahar Janshakti Party,Karnataka,Gulbarga - 5
SHREYAS. M. PATEL,Indian National Congress,Karnataka,Hassan - 16
PRAJWAL REVANNA,Janata Dal (Secular),Karnataka,Hassan - 16
GANGADHAR BAHUJAN,Bahujan Samaj Party,Karnataka,Hassan - 16
DEVARAJ M.Y,Karnataka Rashtra Samithi,Karnataka,Hassan - 16
H D REVANNA,Purvanchal Mahapanchayat,Karnataka,Hassan - 16
BASAVARAJU J.D (EX-ARMY),Independent,Karnataka,Hassan - 16
SANTHOSH B.N,Independent,Karnataka,Hassan - 16
HEMANTH GAVEESH,Independent,Karnataka,Hassan - 16
PRATHAPA K.A,Uttama Prajaakeeya Party,Karnataka,Hassan - 16
S.K. NINGARAJA,Bahujan Bharat Party,Karnataka,Hassan - 16
B.N. SURESHA (SURESHGOWDA),Independent,Karnataka,Hassan - 16
SIDDABHOVI,Independent,Karnataka,Hassan - 16
SHIVARAJ. B,Republican Party of India Bharatha,Karnataka,Hassan - 16
R.G. SATHISHA RAMEDEVARAPURA,Independent,Karnataka,Hassan - 16
K.R. GANGADHARAPPA,Independent,Karnataka,Hassan - 16
BASAVARAJ BOMMAI,Bharatiya Janata Party,Karnataka,Haveri - 10
ANANDSWAMY GADDADEVARMATH,Indian National Congress,Karnataka,Haveri - 10
SUNANDA KARIYAPPA SHIRHATTI,Independent,Karnataka,Haveri - 10
KHAJAMOHIDDIN GUDAGERI,Socialist Party (India),Karnataka,Haveri - 10
GANGADHAR BADIGER,Socialist Unity Centre Of India (COMMUNIST),Karnataka,Haveri - 10
RUDRAPPA BASAPPA KUMBAR,Independent,Karnataka,Haveri - 10
BASAVARAJ B HADI,Independent,Karnataka,Haveri - 10
PRAJAKEEYA SACHINKUMAR KARJEKANNAVAR,Uttama Prajaakeeya Party,Karnataka,Haveri - 10
DR. G H IMRAPUR,Independent,Karnataka,Haveri - 10
JAGADISH YALLAPPA BANKAPURA,Independent,Karnataka,Haveri - 10
TANU CHIKKANNA YADAV,Karnataka Rashtra Samithi,Karnataka,Haveri - 10
H K NARASIMHAPPA,Samajwadi Janata Party(Karnataka),Karnataka,Haveri - 10
VISHWANATH SHEERI,Ekam Sanatan Bharat Dal,Karnataka,Haveri - 10
RASHEEDA BEGUM,Indian Movement Party,Karnataka,Haveri - 10
M. MALLESH BABU,Janata Dal (Secular),Karnataka,Kolar - 28
K V GOWTHAM,Indian National Congress,Karnataka,Kolar - 28
SUMAN H N,Independent,Karnataka,Kolar - 28
HOLUR SRINIVASA,Independent,Karnataka,Kolar - 28
S B SURESHA,Bahujan Samaj Party,Karnataka,Kolar - 28
K R DEVARAJA,Delhi Janta Party,Karnataka,Kolar - 28
DR M. VENKATASWAMY,Independent,Karnataka,Kolar - 28
R RANJITHKUMAR,Independent,Karnataka,Kolar - 28
S N NARAYANASWAMY V,Independent,Karnataka,Kolar - 28
D GOPALAKRISHNA,Socialist Party (India),Karnataka,Kolar - 28
DEVARAJA A ALUSURUDINNE,Uttama Prajaakeeya Party,Karnataka,Kolar - 28
M S BADARINARAYANA,Independent,Karnataka,Kolar - 28
MAHESH A V,Karnataka Rashtra Samithi,Karnataka,Kolar - 28
THIMMARAYAPPA,Republican Party of India (Karnataka),Karnataka,Kolar - 28
R RAJENDRA,Independent,Karnataka,Kolar - 28
M MUNIGANGAPPA,Independent,Karnataka,Kolar - 28
M C HALLI VENU,Viduthalai Chiruthaigal Katchi,Karnataka,Kolar - 28
KRISHNAIAH N,Independent,Karnataka,Kolar - 28
K. RAJASHEKAR BASAVARAJ HITNAL,Indian National Congress,Karnataka,Koppal - 8
DR . BASAVARAJ. K. SHARANAPPA,Bharatiya Janata Party,Karnataka,Koppal - 8
MALLIKARJUN HADAPAD,Independent,Karnataka,Koppal - 8
SHANKARA,Bahujan Samaj Party,Karnataka,Koppal - 8
KARADI BASAVARAJ,Independent,Karnataka,Koppal - 8
RUKMINI,Independent,Karnataka,Koppal - 8
SURESH. GOUDA MUNDINAMANE,Independent,Karnataka,Koppal - 8
NAGARAJ KALAL,Independent,Karnataka,Koppal - 8
KALAPPA YACHRAPPA BADIGER VISHWAKARMA,Independent,Karnataka,Koppal - 8
PA.YA. GANESH,Independent,Karnataka,Koppal - 8
HANAMESH . S . H. SHAKHAPUR,Independent,Karnataka,Koppal - 8
KAREEMPASHA GACHCHINMANI.,Independent,Karnataka,Koppal - 8
ANNOJI RAO. G,Sarva Janata Party,Karnataka,Koppal - 8
SHARANAPPA,Socialist Unity Centre Of India (COMMUNIST),Karnataka,Koppal - 8
NIRUPADI K GOMARSI,Karnataka Rashtra Samithi,Karnataka,Koppal - 8
RAMZANBEE,All India Ulama Congress,Karnataka,Koppal - 8
D DURGA PRASAD BYATARAYANAJI,Challengers Party,Karnataka,Koppal - 8
C. SHARANA BASAPPA,Republican Party of India (Karnataka),Karnataka,Koppal - 8
IMAMSAB JANGLISAB MULLA,Independent,Karnataka,Koppal - 8
H.D. KUMARASWAMY,Janata Dal (Secular),Karnataka,Mandya - 20
VENKATARAMANE GOWDA (STAR CHANDRU),Indian National Congress,Karnataka,Mandya - 20
CHANDAN GOWDA. K,Independent,Karnataka,Mandya - 20
SHIVASHANKARA. S,Bahujan Samaj Party,Karnataka,Mandya - 20
RAMAIAH. D,Independent,Karnataka,Mandya - 20
RANJITHA. N,Independent,Karnataka,Mandya - 20
CHANDRASHEKARA. K.R (CHANDRU KEELARA),Karnataka Rashtra Samithi,Karnataka,Mandya - 20
BUDAYYA. B.P,Karunaadu Party,Karnataka,Mandya - 20
LOKESHA. S (AARYA LOKESH),Uttama Prajaakeeya Party,Karnataka,Mandya - 20
BEERESH. C.T (SAINIKA BEERESH),Independent,Karnataka,Mandya - 20
N.BASAVARAJU,Independent,Karnataka,Mandya - 20
H.D. REVANNA,Purvanchal Mahapanchayat,Karnataka,Mandya - 20
CHANNAMAYIGOWDA,Independent,Karnataka,Mandya - 20
S.ARVIND,Independent,Karnataka,Mandya - 20
YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,Bharatiya Janata Party,Karnataka,Mysore - 21
M. LAKSHMANA,Indian National Congress,Karnataka,Mysore - 21
RANGASWAMY. M,Independent,Karnataka,Mysore - 21
KADAMBA NAA AMBARISH,Karnataka Jantha Paksha,Karnataka,Mysore - 21
A. S. SATHISH,Independent,Karnataka,Mysore - 21
RAMAMURTHY. M,Independent,Karnataka,Mysore - 21
RAJU,Independent,Karnataka,Mysore - 21
PRAJAKEEYA LEELA SHIVAKUMAR,Uttama Prajaakeeya Party,Karnataka,Mysore - 21
COMRADE SUNIL T. R,Socialist Unity Centre Of India (COMMUNIST),Karnataka,Mysore - 21
H. K. KRISHNA,Karunaadu Party,Karnataka,Mysore - 21
HARISH GOWDA,Socialist Party (India),Karnataka,Mysore - 21
P. S. YADURAPPA,Independent,Karnataka,Mysore - 21
AMBEDKAR. C. J,Independent,Karnataka,Mysore - 21
DARSHAN K PONNETI,Independent,Karnataka,Mysore - 21
M. S. PRAVEEN,Karnataka Rashtra Samithi,Karnataka,Mysore - 21
CHRISTOPHER RAJ KUMAR,Independent,Karnataka,Mysore - 21
DR. H. M. NANJUNDASWAMY,Samajwadi Janata Party(Karnataka),Karnataka,Mysore - 21
A. G. RAMACHANDRA RAO,Secular Democratic Congress,Karnataka,Mysore - 21
G. KUMAR NAIK.,Indian National Congress,Karnataka,Raichur - 6
RAJA AMARESHWARA NAIK.,Bharatiya Janata Party,Karnataka,Raichur - 6
S. NARASANNA GOUDA NAYAKA,Bahujan Samaj Party,Karnataka,Raichur - 6
BASAVA PRABHU. MEDA,Karnataka Rashtra Samithi,Karnataka,Raichur - 6
AMARESH,Independent,Karnataka,Raichur - 6
YALLAMMA DALAPATHI,Independent,Karnataka,Raichur - 6
MEDHAR SHAMRAO,Bhartiya Jan Samrat Party,Karnataka,Raichur - 6
RAMALINGAPPA,Socialist Unity Centre Of India (COMMUNIST),Karnataka,Raichur - 6
B.Y.RAGHAVENDRA,Bharatiya Janata Party,Karnataka,Shimoga - 14
GEETHA SHIVARAJKUMAR,Indian National Congress,Karnataka,Shimoga - 14
K. S. ESHWARAPPA,Independent,Karnataka,Shimoga - 14
BANDI,Independent,Karnataka,Shimoga - 14
RAVIKUMARA N.,Independent,Karnataka,Shimoga - 14
POOJA N. ANNAIAH,Independent,Karnataka,Shimoga - 14
A.D. SHIVAPPA,Bahujan Samaj Party,Karnataka,Shimoga - 14
N. V. NAVEEN KUMAR,Independent,Karnataka,Shimoga - 14
ARUNA KANAHALLI,Uttama Prajaakeeya Party,Karnataka,Shimoga - 14
E.H. NAYAK,Independent,Karnataka,Shimoga - 14
JOHN BENNY,Independent,Karnataka,Shimoga - 14
GANESH. B (BELLI),Independent,Karnataka,Shimoga - 14
D.S. ESHWARAPPA,Independent,Karnataka,Shimoga - 14
KUNAJE MANJUNATHA GOWDA,Independent,Karnataka,Shimoga - 14
S.K PRABHU,Karnataka Rashtra Samithi,Karnataka,Shimoga - 14
SHIVARUDRAIAH SWAMY,Independent,Karnataka,Shimoga - 14
IMTIYAZ A. ATTAR,Independent,Karnataka,Shimoga - 14
MOHAMMED YUSUF KHAN,Young Star Empowerment Party,Karnataka,Shimoga - 14
G. JAYADEVA,Independent,Karnataka,Shimoga - 14
CHANDRASHEKAR. H C,Independent,Karnataka,Shimoga - 14
P. SRIPATHI. BHAT,Independent,Karnataka,Shimoga - 14
SANDESH SHETTY. A,Independent,Karnataka,Shimoga - 14
H SURESH POOJARI,Independent,Karnataka,Shimoga - 14
V. SOMANNA,Bharatiya Janata Party,Karnataka,Tumkur - 19
S.P. MUDDAHANUMEGOWDA,Indian National Congress,Karnataka,Tumkur - 19
J.K. SAMI,Independent,Karnataka,Tumkur - 19
RAJASIMHA J. N.,Bahujan Samaj Party,Karnataka,Tumkur - 19
S.N. SWAMY,Socialist Unity Centre Of India (COMMUNIST),Karnataka,Tumkur - 19
RANGANATHA. R.S,Independent,Karnataka,Tumkur - 19
MALLIKARJUNAIAH,Independent,Karnataka,Tumkur - 19
SIDDARAMEGOWDA T. B,Independent,Karnataka,Tumkur - 19
PRADEEP KUMAR DODDAMUDDEGOWDA,Karnataka Rashtra Samithi,Karnataka,Tumkur - 19
H.L. MOHAN KUMAR,Independent,Karnataka,Tumkur - 19
PRAKASH. R.A. JAIN,Independent,Karnataka,Tumkur - 19
NEELAKANTESHA. H S,Independent,Karnataka,Tumkur - 19
R. PUSHPA,Independent,Karnataka,Tumkur - 19
B. DEVARAJ,Independent,Karnataka,Tumkur - 19
R. NARAYANAPPA,Independent,Karnataka,Tumkur - 19
DR. H.B.M. HIREMATH,Kannada Paksha,Karnataka,Tumkur - 19
KAPANIGOWDA.,Independent,Karnataka,Tumkur - 19
BASAVARAJU. H.R,National Maha Sabha Party,Karnataka,Tumkur - 19
KOTA SRINIVAS POOJARY,Bharatiya Janata Party,Karnataka,Udupi Chikmagalur - 15
K. JAYAPRAKASH HEGDE,Indian National Congress,Karnataka,Udupi Chikmagalur - 15
K.T. RADHAKRISHNA,Bahujan Samaj Party,Karnataka,Udupi Chikmagalur - 15
SUDHEER KANCHAN MARAKALA,Independent,Karnataka,Udupi Chikmagalur - 15
SACHIN B.K,Uttama Prajaakeeya Party,Karnataka,Udupi Chikmagalur - 15
M. K. DAYANANDA,Proutist Sarva Samaj,Karnataka,Udupi Chikmagalur - 15
VIJAY KUMAR M. G,Independent,Karnataka,Udupi Chikmagalur - 15
SUPREETH KUMAR POOJARY KATEEL,Janahitha Paksha,Karnataka,Udupi Chikmagalur - 15
SHABAREESH,Karunada Sevakara Party,Karnataka,Udupi Chikmagalur - 15
L. RANGANATH GOWDA,Karnataka Rashtra Samithi,Karnataka,Udupi Chikmagalur - 15
VISHWESHWAR HEGDE KAGERI,Bharatiya Janata Party,Karnataka,Uttara Kannada - 12
DR. ANJALI NIMBALKAR,Indian National Congress,Karnataka,Uttara Kannada - 12
RAJSHEKHAR. SHANKAR. HINDALAGI.,Independent,Karnataka,Uttara Kannada - 12
GANAPATI HEGDE,Socialist Unity Centre Of India (COMMUNIST),Karnataka,Uttara Kannada - 12
NIRANJAN UDAYSINH SIRDESAI,Independent,Karnataka,Uttara Kannada - 12
NAGARAJ. ANANT. SHIRALI.,Independent,Karnataka,Uttara Kannada - 12
CHIDANAND HANUMANTHAPPA HARIJAN,Independent,Karnataka,Uttara Kannada - 12
PRAJAAKEEYA SUNIL,Uttama Prajaakeeya Party,Karnataka,Uttara Kannada - 12
VINAYAK NAIK,Karnataka Rashtra Samithi,Karnataka,Uttara Kannada - 12
K. P. PATIL,Independent,Karnataka,Uttara Kannada - 12
KRISHNA BALEGAR,Independent,Karnataka,Uttara Kannada - 12
ARAVIND GOWDA,Independent,Karnataka,Uttara Kannada - 12
AVINASH. NARAYAN. PATIL.,Independent,Karnataka,Uttara Kannada - 12
K. C VENUGOPAL,Indian National Congress,Kerala,Alappuzha - 15
A. M ARIFF,Communist Party of India (Marxist),Kerala,Alappuzha - 15
SOBHA SURENDRAN,Bharatiya Janata Party,Kerala,Alappuzha - 15
MURALEEDHARAN KONCHERILLAM,Bahujan Samaj Party,Kerala,Alappuzha - 15
ARJUNAN,Socialist Unity Centre Of India (COMMUNIST),Kerala,Alappuzha - 15
VAYALAR RAJEEVAN,Bahujan Dravida Party,Kerala,Alappuzha - 15
ADV.K.M SHAJAHAN,Independent,Kerala,Alappuzha - 15
SHAJAHAN V.A. S/O ABDUL AZEES,Independent,Kerala,Alappuzha - 15
SATHEESH SHENOI,Independent,Kerala,Alappuzha - 15
JAYAKRISHNAN P,Independent,Kerala,Alappuzha - 15
JYOTHI ABRAHAM,Independent,Kerala,Alappuzha - 15
K.RADHAKRISHNAN,Communist Party of India (Marxist),Kerala,Alathur - 9
RAMYA HARIDAS,Indian National Congress,Kerala,Alathur - 9
DR T N SARASU,Bharatiya Janata Party,Kerala,Alathur - 9
HARI ARUMBIL,Bahujan Samaj Party,Kerala,Alathur - 9
KRISHNANKUTTY KUNISSERY,Independent,Kerala,Alathur - 9
ADV ADOOR PRAKASH,Indian National Congress,Kerala,Attingal - 19
V JOY,Communist Party of India (Marxist),Kerala,Attingal - 19
V MURALEEDHARAN,Bharatiya Janata Party,Kerala,Attingal - 19
SURABHI S,Bahujan Samaj Party,Kerala,Attingal - 19
PRAKASH P L,Independent,Kerala,Attingal - 19
SANTHOSH K,Independent,Kerala,Attingal - 19
PRAKASH S,Independent,Kerala,Attingal - 19
BENNY BEHANAN,Indian National Congress,Kerala,Chalakudy - 11
PROF C RAVEENDRANATH,Communist Party of India (Marxist),Kerala,Chalakudy - 11
K A UNNIKRISHNAN,Bharath Dharma Jana Sena,Kerala,Chalakudy - 11
ADV CHARLY PAUL,Twenty 20 Party,Kerala,Chalakudy - 11
ROSILIN CHACKO,Bahujan Samaj Party,Kerala,Chalakudy - 11
BOSCO KALAMASSERY,Independent,Kerala,Chalakudy - 11
SUBRAN K R,Independent,Kerala,Chalakudy - 11
DR M PRADEEPAN,Socialist Unity Centre Of India (COMMUNIST),Kerala,Chalakudy - 11
ARUN EDATHADAN,Independent,Kerala,Chalakudy - 11
T S CHANDRAN,Independent,Kerala,Chalakudy - 11
JOHNSON K C,Independent,Kerala,Chalakudy - 11
HIBI EDEN,Indian National Congress,Kerala,Ernakulam - 12
K. J. SHINE TEACHER,Communist Party of India (Marxist),Kerala,Ernakulam - 12
DR. K. S. RADHAKRISHNAN,Bharatiya Janata Party,Kerala,Ernakulam - 12
ADV. ANTONY JUDY,Twenty 20 Party,Kerala,Ernakulam - 12
VAYALAR JAYAKUMAR,Bahujan Samaj Party,Kerala,Ernakulam - 12
SANDEEP RAJENDRAPRASAD,Independent,Kerala,Ernakulam - 12
CYRILL SKARIA,Independent,Kerala,Ernakulam - 12
PRATHAPAN,Bahujan Dravida Party,Kerala,Ernakulam - 12
BRAHMAKUMAR,Socialist Unity Centre Of India (COMMUNIST),Kerala,Ernakulam - 12
ROHIT KRISHNAN,Independent,Kerala,Ernakulam - 12
ADV. DEAN KURIAKOSE,Indian National Congress,Kerala,Idukki - 13
ADV. JOICE GEORGE,Communist Party of India (Marxist),Kerala,Idukki - 13
ADV. SANGEETHA VISWANATHAN,Bharath Dharma Jana Sena,Kerala,Idukki - 13
ADV. RUSSEL JOY,Bahujan Samaj Party,Kerala,Idukki - 13
JOMON JOHN,Independent,Kerala,Idukki - 13
SAJI @ SHAJI,Viduthalai Chiruthaigal Katchi,Kerala,Idukki - 13
P.K. SAJEEVAN,Independent,Kerala,Idukki - 13
K. SUDHAKARAN,Indian National Congress,Kerala,Kannur - 2
M.V. JAYARAJAN,Communist Party of India (Marxist),Kerala,Kannur - 2
C. RAGHUNATH,Bharatiya Janata Party,Kerala,Kannur - 2
RAMACHANDRAN BAVILEERI,Bharatheeya Jawan Kisan Party,Kerala,Kannur - 2
K. SUDHAKARAN S/O. KRISHNAN,Independent,Kerala,Kannur - 2
SUDHAKARAN. K S/O. P GOPALAN,Independent,Kerala,Kannur - 2
JOY JOHN PATTAR MADATHIL,Independent,Kerala,Kannur - 2
JAYARAJ,Independent,Kerala,Kannur - 2
JAYARAJAN S/O. VELAYUDHAN,Independent,Kerala,Kannur - 2
VADI HAREENDRAN,Independent,Kerala,Kannur - 2
C. BALAKRISHNAN YADAV,Independent,Kerala,Kannur - 2
NARAYANA KUMAR,Independent,Kerala,Kannur - 2
RAJMOHAN UNNITHAN,Indian National Congress,Kerala,Kasaragod - 1
M.V BALAKRISHNAN MASTER,Communist Party of India (Marxist),Kerala,Kasaragod - 1
M.L ASHWINI,Bharatiya Janata Party,Kerala,Kasaragod - 1
SUKUMARI M,Bahujan Samaj Party,Kerala,Kasaragod - 1
RAJESWARI K.R,Independent,Kerala,Kasaragod - 1
MANOHARAN K,Independent,Kerala,Kasaragod - 1
ANEESH PAYYANNUR,Independent,Kerala,Kasaragod - 1
BALAKRISHNAN N,Independent,Kerala,Kasaragod - 1
N KESHAVA NAYAK,Independent,Kerala,Kasaragod - 1
N K PREMACHANDRAN,Revolutionary Socialist Party,Kerala,Kollam - 18
M MUKESH,Communist Party of India (Marxist),Kerala,Kollam - 18
KRISHNAKUMAR G,Bharatiya Janata Party,Kerala,Kollam - 18
VIPINLAL VIDHYADHARAN,Bahujan Samaj Party,Kerala,Kollam - 18
PREMACHANDRAN NAIR,Independent,Kerala,Kollam - 18
GOKULAM SURESH KUMAR,Independent,Kerala,Kollam - 18
PRADEEP KOTTARAKKARA,Bharatheeya Jawan Kisan Party,Kerala,Kollam - 18
TWINKLE PRABHAKARAN,Socialist Unity Centre Of India (COMMUNIST),Kerala,Kollam - 18
JOSE SARANATH,Ambedkarite Party of India,Kerala,Kollam - 18
BRO NOUSHAD SHERIFF J,Independent,Kerala,Kollam - 18
